geoid,state,district,moved_since_previous_year,moved_since_previous_year_moe,state_moved_since_previous_year,state_moved_since_previous_year_moe,country_moved_since_previous_year,country_moved_since_previous_year_moe,ratio_state_moved_since_previous_year,ratio_state_moved_since_previous_year_moe,ratio_country_moved_since_previous_year,ratio_country_moved_since_previous_year_moe,same_house_year_ago,same_house_year_ago_moe,state_same_house_year_ago,state_same_house_year_ago_moe,country_same_house_year_ago,country_same_house_year_ago_moe,ratio_state_same_house_year_ago,ratio_state_same_house_year_ago_moe,ratio_country_same_house_year_ago,ratio_country_same_house_year_ago_moe,moved_same_county,moved_same_county_moe,state_moved_same_county,state_moved_same_county_moe,country_moved_same_county,country_moved_same_county_moe,ratio_state_moved_same_county,ratio_state_moved_same_county_moe,ratio_country_moved_same_county,ratio_country_moved_same_county_moe,moved_different_county,moved_different_county_moe,state_moved_different_county,state_moved_different_county_moe,country_moved_different_county,country_moved_different_county_moe,ratio_state_moved_different_county,ratio_state_moved_different_county_moe,ratio_country_moved_different_county,ratio_country_moved_different_county_moe,moved_different_state,moved_different_state_moe,state_moved_different_state,state_moved_different_state_moe,country_moved_different_state,country_moved_different_state_moe,ratio_state_moved_different_state,ratio_state_moved_different_state_moe,ratio_country_moved_different_state,ratio_country_moved_different_state_moe,moved_from_abroad,moved_from_abroad_moe,state_moved_from_abroad,state_moved_from_abroad_moe,country_moved_from_abroad,country_moved_from_abroad_moe,ratio_state_moved_from_abroad,ratio_state_moved_from_abroad_moe,ratio_country_moved_from_abroad,ratio_country_moved_from_abroad_moe
50000US1714,Illinois,14,12.14,1.27,13.1,0.26,14.62,0.06,0.9267175572519085,0.23076976887346806,0.8303693570451437,0.18055326825762794,87.86,1.13,86.9,0.28,85.38,0.06,1.0110471806674337,0.03252262097400215,1.0290466151323496,0.027916218914121056,5.9,0.85,8.34,0.22,8.32,0.05,0.7074340527577938,0.24132751714930253,0.7091346153846154,0.21285786312895566,4.42,0.81,2.63,0.11,3.25,0.03,1.6806083650190113,0.7578785772216431,1.3599999999999999,0.5236138463869111,1.44,0.45,1.61,0.07,2.36,0.02,0.8944099378881987,0.637987012987013,0.6101694915254238,0.3917259211376859,0.37,0.23,0.52,0.04,0.69,0.01,0.7115384615384615,1.0,0.5362318840579711,0.6823529411764707
50000US2707,Minnesota,7,12.13,0.69,14.42,0.34,14.62,0.06,0.8411927877947296,0.13544361295885687,0.8296853625171,0.1012029523609905,87.87,0.61,85.58,0.33,85.38,0.06,1.0267585884552466,0.02217444362254573,1.029163738580464,0.01573553890969621,5.91,0.49,7.15,0.25,8.32,0.05,0.8265734265734266,0.19510379945162554,0.7103365384615384,0.12633072281237043,3.71,0.35,4.68,0.17,3.25,0.03,0.7927350427350428,0.20743822433538303,1.1415384615384616,0.23647932131495225,2.23,0.33,2.04,0.13,2.36,0.02,1.0931372549019607,0.464738099259295,0.9449152542372882,0.29569776628600164,0.27,0.09,0.55,0.08,0.69,0.01,0.4909090909090909,0.4802431610942249,0.39130434782608703,0.27226890756302524
50000US1309,Georgia,9,12.12,1.11,16.36,0.35,14.62,0.06,0.7408312958435208,0.16747163184589528,0.8290013679890561,0.15865384615384617,87.88,0.99,83.64,0.32,85.38,0.06,1.0506934481109516,0.03171308743367495,1.029280862028578,0.024637089977190958,4.88,0.62,7.79,0.23,8.32,0.05,0.6264441591784339,0.1963411576877911,0.5865384615384615,0.1560938400662237,5.22,0.81,4.89,0.2,3.25,0.03,1.0674846625766872,0.4193095705865844,1.606153846153846,0.528158612331465,1.53,0.34,3.0,0.15,2.36,0.02,0.51,0.27836257309941526,0.6483050847457628,0.29914529914529914,0.49,0.27,0.68,0.08,0.69,0.01,0.7205882352941175,0.9771929824561402,0.7101449275362319,0.8033613445378152
50000US1226,Florida,26,12.1,1.16,15.81,0.25,14.62,0.06,0.7653383934218848,0.17098957316233787,0.8276333789329685,0.16548267808485792,87.9,1.15,84.19,0.24,85.38,0.06,1.0440669913291365,0.03327206223396117,1.029515108924807,0.028385371397567385,7.68,0.99,8.69,0.19,8.32,0.05,0.8837744533947066,0.2666216216216217,0.923076923076923,0.249084439590349,0.94,0.2,3.01,0.1,3.25,0.03,0.3122923588039867,0.15381045513309247,0.28923076923076924,0.12842751098318436,1.29,0.28,2.97,0.11,2.36,0.02,0.4343434343434343,0.221028971028971,0.5466101694915255,0.24657042304101134,2.19,0.53,1.14,0.08,0.69,0.01,1.9210526315789476,1.2053819981441387,3.173913043478261,1.6285714285714286
50000US2401,Maryland,1,12.1,1.02,13.6,0.42,14.62,0.06,0.8897058823529411,0.20514807591149867,0.8276333789329685,0.14633050872832892,87.9,0.72,86.4,0.41,85.38,0.06,1.0173611111111112,0.026322769962281195,1.029515108924807,0.018312749885428022,6.62,0.82,7.31,0.34,8.32,0.05,0.905608755129959,0.30926191614857323,0.7956730769230769,0.2066862275154977,2.75,0.43,2.89,0.17,3.25,0.03,0.9515570934256055,0.4109477124183007,0.8461538461538461,0.2802605665808211,2.41,0.41,2.67,0.16,2.36,0.02,0.902621722846442,0.41679219517688965,1.0211864406779663,0.3647920706744236,0.32,0.14,0.74,0.09,0.69,0.01,0.43243243243243246,0.4908248378127897,0.46376811594202905,0.41932773109243704
50000US0104,Alabama,4,12.04,1.09,13.89,0.45,14.62,0.06,0.8668106551475881,0.21333619744969118,0.8235294117647058,0.15587290774620477,87.96,0.95,86.11,0.37,85.38,0.06,1.0214841481825572,0.03084365701698679,1.0302178496134926,0.023701418848801867,7.68,0.88,7.97,0.33,8.32,0.05,0.9636135508155583,0.3011417397338043,0.923076923076923,0.22264117688699347,2.93,0.54,3.04,0.22,3.25,0.03,0.9638157894736843,0.49736761954488096,0.9015384615384616,0.34898121496742923,1.26,0.35,2.54,0.2,2.36,0.02,0.49606299212598426,0.35591739971302017,0.5338983050847458,0.30568124685771747,0.16,0.09,0.33,0.06,0.69,0.01,0.48484848484848486,0.7464387464387464,0.23188405797101452,0.2676470588235294
50000US4708,Tennessee,8,11.98,1.08,14.24,0.38,14.62,0.06,0.8412921348314607,0.19672590671222684,0.8194254445964433,0.1544712099889212,88.02,0.94,85.76,0.37,85.38,0.06,1.0263526119402984,0.030778335643235434,1.0309205903021785,0.023468159526330485,7.5,0.93,8.27,0.31,8.32,0.05,0.9068923821039904,0.29331096039638754,0.9014423076923077,0.23440080092574533,2.74,0.43,3.01,0.16,3.25,0.03,0.9102990033222593,0.3835740771487078,0.8430769230769232,0.2802037570065142,1.55,0.34,2.6,0.16,2.36,0.02,0.5961538461538461,0.3361843668329769,0.6567796610169492,0.2992889463477699,0.19,0.1,0.36,0.06,0.69,0.01,0.5277777777777778,0.7523809523809524,0.2753623188405797,0.29789915966386554
50000US3406,New Jersey,6,11.97,1.07,10.37,0.29,14.62,0.06,1.1542912246865962,0.2711367223562346,0.8187414500683995,0.1530975836152948,88.03,0.92,89.63,0.28,85.38,0.06,0.982148834095727,0.02666547664371454,1.0310377137502929,0.022999830117416523,5.77,0.73,5.53,0.21,8.32,0.05,1.043399638336347,0.34375573079039057,0.6935096153846153,0.18382286018904964,3.24,0.54,2.42,0.15,3.25,0.03,1.3388429752066118,0.6146145802979139,0.996923076923077,0.3507423117709438,1.53,0.43,1.63,0.11,2.36,0.02,0.9386503067484664,0.6572897761645493,0.6483050847457628,0.3754219636572578,1.42,0.4,0.79,0.08,0.69,0.01,1.7974683544303796,1.3909664885866924,2.057971014492754,1.219327731092437
50000US2501,Massachusetts,1,11.97,1.02,13.04,0.31,14.62,0.06,0.9179447852760737,0.2001994757142731,0.8187414500683995,0.14625752313082013,88.03,1.01,86.96,0.31,85.38,0.06,1.0123045078196873,0.03044690020577377,1.0310377137502929,0.025108053224608483,7.96,0.8,7.14,0.22,8.32,0.05,1.1148459383753502,0.2930698668007037,0.9567307692307692,0.20381422105492783,1.58,0.39,2.6,0.13,3.25,0.03,0.6076923076923078,0.3616734143049932,0.48615384615384616,0.24899636418724438,1.91,0.43,2.21,0.14,2.36,0.02,0.8642533936651583,0.5006475485661425,0.8093220338983051,0.37815126050420167,0.53,0.24,1.08,0.1,0.69,0.01,0.49074074074074076,0.5399515738498788,0.7681159420289856,0.7180672268907563
50000US5403,West Virginia,3,11.92,1.11,12.59,0.6,14.62,0.06,0.9467831612390787,0.2671786761902294,0.8153214774281806,0.15854156061921731,88.08,1.05,87.41,0.6,85.38,0.06,1.0076650268847958,0.03786012996266395,1.0316233309908645,0.026045864346781716,7.22,0.9,7.02,0.44,8.32,0.05,1.0284900284900285,0.3868575665963151,0.8677884615384615,0.22678449405445542,2.47,0.45,2.75,0.24,3.25,0.03,0.8981818181818183,0.4877613292648803,0.76,0.29097863960006065,2.18,0.46,2.61,0.32,2.36,0.02,0.8352490421455939,0.5658077112240489,0.9237288135593221,0.40551605257487616,0.05,0.03,0.21,0.06,0.69,0.01,0.2380952380952381,0.4592592592592593,0.07246376811594205,0.08907563025210084
50000US4402,Rhode Island,2,11.92,1.2,14.07,0.97,14.62,0.06,0.8471926083866382,0.2887607601104434,0.8153214774281806,0.17085366949127165,88.08,1.49,85.93,0.96,85.38,0.06,1.0250203654137087,0.057589395419094996,1.0316233309908645,0.03635273287083129,6.93,0.93,8.4,0.8,8.32,0.05,0.825,0.38203661327231125,0.8329326923076923,0.23357733830878114,2.49,0.55,1.81,0.33,3.25,0.03,1.3756906077348068,1.1475119979792878,0.7661538461538462,0.3526359642478412,2.25,0.5,3.14,0.39,2.36,0.02,0.7165605095541401,0.5042492917847026,0.9533898305084746,0.4399195575666164,0.26,0.17,0.73,0.23,0.69,0.01,0.35616438356164387,0.7662500000000001,0.3768115942028986,0.5037815126050421
50000US4833,Texas,33,11.91,1.18,15.89,0.22,14.62,0.06,0.7495280050346129,0.16930824575935147,0.8146374829001368,0.1681120310207504,88.09,1.95,84.11,0.18,85.38,0.06,1.04731898704078,0.050850724331640486,1.0317404544389788,0.04712826003360778,7.86,1.03,9.25,0.18,8.32,0.05,0.8497297297297297,0.25587015565280524,0.9447115384615384,0.25896021230888805,2.05,0.45,3.86,0.1,3.25,0.03,0.5310880829015544,0.26085321298087255,0.6307692307692307,0.2885926374791698,1.18,0.41,1.94,0.07,2.36,0.02,0.6082474226804123,0.4671828025647165,0.5,0.35595776772247356,0.81,0.23,0.85,0.05,0.69,0.01,0.9529411764705883,0.6555555555555557,1.173913043478261,0.700840336134454
50000US3706,North Carolina,6,11.91,1.05,15.67,0.32,14.62,0.06,0.7600510529674538,0.16512519021456815,0.8146374829001368,0.15032787376111628,88.09,1.05,84.33,0.33,85.38,0.06,1.0445867425589945,0.03307802639127941,1.0317404544389788,0.026046028961688186,6.77,0.83,8.04,0.23,8.32,0.05,0.842039800995025,0.2548526290202466,0.813701923076923,0.2093068611772048,3.22,0.51,3.83,0.16,3.25,0.03,0.8407310704960835,0.3371507788544932,0.9907692307692308,0.3321655809725799,1.67,0.36,3.3,0.14,2.36,0.02,0.5060606060606061,0.2615911098027672,0.7076271186440678,0.3171011994541406,0.24,0.15,0.5,0.06,0.69,0.01,0.48,0.7256493506493505,0.34782608695652173,0.44495798319327734
50000US2610,Michigan,10,11.85,0.99,14.79,0.3,14.62,0.06,0.8012170385395537,0.16644645584052623,0.8105335157318742,0.14208611551935804,88.15,0.85,85.21,0.27,85.38,0.06,1.0345029926065017,0.026506915779356603,1.0324431951276647,0.021362076412922665,7.65,0.84,8.82,0.24,8.32,0.05,0.8673469387755102,0.23785486037141662,0.9194711538461539,0.21298210485712923,2.75,0.41,3.82,0.13,3.25,0.03,0.7198952879581152,0.26396350039449756,0.8461538461538461,0.2679518254809877,1.13,0.29,1.59,0.1,2.36,0.02,0.7106918238993709,0.4559787141098447,0.4788135593220339,0.2538964303670186,0.32,0.16,0.56,0.06,0.69,0.01,0.5714285714285714,0.7019354838709677,0.46376811594202905,0.4773109243697479
50000US0614,California,14,11.85,1.03,13.38,0.16,14.62,0.06,0.8856502242152465,0.17516765475522741,0.8105335157318742,0.14755816390693777,88.15,0.99,86.62,0.16,85.38,0.06,1.0176633571923344,0.026618103684089615,1.0324431951276647,0.02464153457966571,4.96,0.71,8.39,0.13,8.32,0.05,0.5911799761620977,0.18761438688628948,0.5961538461538461,0.17784481052414114,4.24,0.64,2.8,0.07,3.25,0.03,1.5142857142857145,0.5331903868489235,1.3046153846153847,0.41796697470080296,1.4,0.29,1.33,0.05,2.36,0.02,1.0526315789473684,0.5159646739130435,0.5932203389830508,0.25583566760037346,1.26,0.29,0.87,0.04,0.69,0.01,1.4482758620689655,0.8015358135840063,1.8260869565217392,0.8936974789915967
50000US0620,California,20,11.84,0.99,13.38,0.16,14.62,0.06,0.8849028400597907,0.16916984918334646,0.8098495212038304,0.14208050124262658,88.16,0.86,86.62,0.16,85.38,0.06,1.017778803971369,0.023616903683897694,1.0325603185757788,0.021596488039739355,5.81,0.73,8.39,0.13,8.32,0.05,0.6924910607866507,0.19552342302401982,0.6983173076923076,0.1838806470393629,3.43,0.49,2.8,0.07,3.25,0.03,1.225,0.4115071919949969,1.0553846153846154,0.32104984093319194,1.75,0.33,1.33,0.05,2.36,0.02,1.3157894736842104,0.5960144927536232,0.7415254237288136,0.2922502334267041,0.85,0.32,0.87,0.04,0.69,0.01,0.9770114942528736,0.8272209717992851,1.2318840579710146,0.9634453781512606
50000US2611,Michigan,11,11.82,0.99,14.79,0.3,14.62,0.06,0.7991886409736308,0.16636413403636155,0.8084815321477429,0.1420692726891637,88.18,0.98,85.21,0.27,85.38,0.06,1.0348550639596292,0.02956046267458028,1.0327945654720077,0.024407781412474915,6.02,0.67,8.82,0.24,8.32,0.05,0.6825396825396824,0.18921255345096405,0.7235576923076922,0.16976043016531372,3.17,0.47,3.82,0.13,3.25,0.03,0.8298429319371728,0.30290556070117663,0.9753846153846154,0.30726405090137854,1.62,0.46,1.59,0.1,2.36,0.02,1.0188679245283019,0.7095826218180373,0.6864406779661018,0.40149393090569563,1.01,0.32,0.56,0.06,0.69,0.01,1.8035714285714284,1.5470967741935482,1.463768115942029,0.9701680672268909
50000US5110,Virginia,10,11.82,1.02,15.68,0.34,14.62,0.06,0.7538265306122449,0.16287007602947426,0.8084815321477429,0.14617330897984848,88.18,0.69,84.32,0.33,85.38,0.06,1.0457779886148009,0.024552243618572712,1.0327945654720077,0.017614618067078598,5.18,0.69,6.54,0.25,8.32,0.05,0.7920489296636085,0.27196077650898753,0.6225961538461537,0.17335477225479956,3.27,0.59,5.02,0.17,3.25,0.03,0.6513944223107571,0.27949863933416763,1.0061538461538462,0.38168459324344794,2.5,0.41,3.18,0.14,2.36,0.02,0.7861635220125786,0.32771876981610654,1.0593220338983051,0.3654384830855419,0.88,0.22,0.94,0.08,0.69,0.01,0.9361702127659575,0.6320109439124487,1.2753623188405798,0.6747899159663866
50000US0628,California,28,11.69,0.93,13.38,0.16,14.62,0.06,0.8736920777279521,0.15993179842546432,0.7995896032831737,0.13378821451028536,88.31,1.15,86.62,0.16,85.38,0.06,1.019510505656892,0.030319237156215453,1.0343171702974936,0.02839212060873275,7.59,0.76,8.39,0.13,8.32,0.05,0.9046483909415971,0.20925269128897678,0.9122596153846153,0.19366396079740072,1.02,0.26,2.8,0.07,3.25,0.03,0.3642857142857143,0.20405610649513092,0.31384615384615383,0.16580821087713982,1.64,0.29,1.33,0.05,2.36,0.02,1.2330827067669172,0.5295516304347826,0.6949152542372882,0.25755943403002224,1.44,0.39,0.87,0.04,0.69,0.01,1.6551724137931034,1.0509731232622799,2.0869565217391304,1.1911764705882355
50000US4210,Pennsylvania,10,11.67,0.99,12.88,0.27,14.62,0.06,0.906055900621118,0.1917978066776624,0.7982216142270863,0.14198505853819207,88.33,0.26,87.12,0.29,85.38,0.06,1.0138888888888888,0.01271886861256598,1.0345514171937222,0.007544465778536322,6.76,0.82,7.57,0.23,8.32,0.05,0.8929986789960369,0.27115908614546214,0.8125,0.20688848149159417,2.57,0.38,2.77,0.1,3.25,0.03,0.927797833935018,0.3418027117670856,0.7907692307692307,0.24846614149371307,1.98,0.39,1.99,0.09,2.36,0.02,0.9949748743718593,0.4829453441295547,0.8389830508474576,0.3447532859297565,0.37,0.14,0.54,0.05,0.69,0.01,0.6851851851851851,0.6509858180560361,0.5362318840579711,0.4214285714285715
50000US4815,Texas,15,11.65,1.31,15.89,0.22,14.62,0.06,0.7331655129011957,0.18522070465612728,0.7968536251709987,0.185750217085367,88.35,1.23,84.11,0.18,85.38,0.06,1.0504101771489716,0.03374343909259954,1.0347856640899509,0.03026675516364039,7.77,1.15,9.25,0.18,8.32,0.05,0.84,0.2814471162783628,0.9338942307692307,0.287677387572071,1.72,0.34,3.86,0.1,3.25,0.03,0.4455958549222798,0.19938749194068342,0.5292307692307692,0.2190198454779579,1.3,0.41,1.94,0.07,2.36,0.02,0.6701030927835052,0.47165243302205545,0.5508474576271187,0.356819650937298,0.85,0.37,0.85,0.05,0.69,0.01,1.0,0.9916666666666667,1.2318840579710146,1.1084033613445379
50000US2802,Mississippi,2,11.62,1.08,13.39,0.58,14.62,0.06,0.8678117998506347,0.23693908604196456,0.7948016415868673,0.15426909602658923,88.38,1.09,86.61,0.59,85.38,0.06,1.0204364392102527,0.03907484177991464,1.0351370344342938,0.026987790841616757,7.68,0.96,7.63,0.48,8.32,0.05,1.0065530799475753,0.37978494994524586,0.923076923076923,0.24187264067125203,2.37,0.34,3.37,0.23,3.25,0.03,0.7032640949554896,0.2991684359518754,0.7292307692307692,0.22271246780790788,1.41,0.34,2.19,0.23,2.36,0.02,0.6438356164383562,0.45070838252656437,0.597457627118644,0.2982834159304748,0.17,0.1,0.2,0.05,0.69,0.01,0.85,1.52,0.24637681159420294,0.29705882352941176
50000US0647,California,47,11.6,1.09,13.38,0.16,14.62,0.06,0.8669656203288489,0.18369061692033692,0.7934336525307798,0.1556258795700213,88.4,0.92,86.62,0.16,85.38,0.06,1.0205495266682059,0.02501250566640101,1.0353712813305225,0.023005920868956,7.74,0.96,8.39,0.13,8.32,0.05,0.9225268176400476,0.257494117245848,0.9302884615384616,0.24195932094672193,2.06,0.33,2.8,0.07,3.25,0.03,0.7357142857142858,0.2726704190118825,0.6338461538461538,0.2147970004544766,1.04,0.35,1.33,0.05,2.36,0.02,0.7819548872180451,0.5859374999999999,0.44067796610169496,0.3041011276305394,0.76,0.24,0.87,0.04,0.69,0.01,0.8735632183908046,0.6333907056798623,1.1014492753623188,0.7277310924369748
50000US0630,California,30,11.55,0.94,13.38,0.16,14.62,0.06,0.8632286995515696,0.16117649950725926,0.7900136798905609,0.13507762673294008,88.45,0.93,86.62,0.16,85.38,0.06,1.0211267605633803,0.02524553249295468,1.035956898571094,0.023240990955398583,8.14,0.76,8.39,0.13,8.32,0.05,0.9702026221692491,0.21128465709511304,0.9783653846153847,0.1944585299892083,1.36,0.41,2.8,0.07,3.25,0.03,0.48571428571428577,0.3173411953899759,0.4184615384615385,0.2600552946523254,1.45,0.37,1.33,0.05,2.36,0.02,1.0902255639097744,0.639266304347826,0.614406779661017,0.3239962651727358,0.6,0.24,0.87,0.04,0.69,0.01,0.689655172413793,0.6164437971666887,0.8695652173913044,0.7210084033613445
50000US3503,New Mexico,3,11.53,0.89,14.08,0.68,14.62,0.06,0.8188920454545454,0.20599846296970434,0.7886456908344733,0.12822633769500255,88.47,0.95,85.92,0.62,85.38,0.06,1.0296787709497206,0.036975874108727574,1.0361911454673225,0.023709814209031958,6.04,0.63,8.31,0.54,8.32,0.05,0.7268351383874849,0.2471304234016098,0.7259615384615384,0.16017359169834106,2.24,0.39,2.11,0.25,3.25,0.03,1.061611374407583,0.6300801895389102,0.6892307692307693,0.2527457960915013,2.89,0.49,3.15,0.28,2.36,0.02,0.9174603174603175,0.47799189362156014,1.2245762711864407,0.43604108309990663,0.36,0.16,0.52,0.14,0.69,0.01,0.6923076923076923,1.0653907496012758,0.5217391304347826,0.47899159663865554
50000US4505,South Carolina,5,11.52,0.93,14.82,0.49,14.62,0.06,0.7773279352226721,0.17710193110697137,0.7879616963064295,0.13369277180585085,88.48,0.97,85.18,0.56,85.38,0.06,1.0387414886123503,0.03643489793997749,1.036308268915437,0.024178472847758866,6.03,0.67,7.65,0.35,8.32,0.05,0.788235294117647,0.24780821917808218,0.7247596153846154,0.16977487687789206,2.14,0.36,3.41,0.26,3.25,0.03,0.6275659824046921,0.30863716967259197,0.6584615384615385,0.233714588698682,3.15,0.54,3.37,0.22,2.36,0.02,0.9347181008902077,0.44440907282132897,1.3347457627118644,0.48028442146089206,0.21,0.09,0.39,0.06,0.69,0.01,0.5384615384615384,0.6424242424242423,0.30434782608695654,0.2697478991596639
50000US4209,Pennsylvania,9,11.46,0.98,12.88,0.27,14.62,0.06,0.889751552795031,0.18956046109822913,0.783857729138167,0.14049914662993682,88.54,0.9,87.12,0.29,85.38,0.06,1.0162993572084482,0.027427457574269013,1.037011009604123,0.02253973145382618,6.8,0.84,7.57,0.23,8.32,0.05,0.8982826948480845,0.2767693705023405,0.8173076923076923,0.21175413428797207,3.42,0.45,2.77,0.1,3.25,0.03,1.2346570397111913,0.4145949966722781,1.0523076923076924,0.2963755491592183,1.09,0.25,1.99,0.09,2.36,0.02,0.5477386934673367,0.301417004048583,0.46186440677966106,0.21970839617898444,0.15,0.05,0.54,0.05,0.69,0.01,0.27777777777777773,0.23867173988239362,0.2173913043478261,0.1512605042016807
50000US3401,New Jersey,1,11.46,1.04,10.37,0.29,14.62,0.06,1.1051108968177437,0.2625934363739242,0.783857729138167,0.14870721921130642,88.54,0.92,89.63,0.28,85.38,0.06,0.987838893227714,0.02670102795701254,1.037011009604123,0.023008225477646613,6.48,0.85,5.53,0.21,8.32,0.05,1.1717902350813743,0.3969833119383825,0.7788461538461539,0.21369577245849816,3.13,0.49,2.42,0.15,3.25,0.03,1.2933884297520661,0.5674763023020621,0.963076923076923,0.31934555370398426,1.51,0.33,1.63,0.11,2.36,0.02,0.9263803680981596,0.5323653962492438,0.6398305084745763,0.29052646699705525,0.34,0.14,0.79,0.08,0.69,0.01,0.43037974683544306,0.44617128055690464,0.4927536231884059,0.4201680672268909
50000US0651,California,51,11.4,1.01,13.38,0.16,14.62,0.06,0.852017937219731,0.17137321590982732,0.7797537619699043,0.14456949726023297,88.6,1.02,86.62,0.16,85.38,0.06,1.0228584622489032,0.027329979047844174,1.0377137502928087,0.025351683286187626,8.88,0.92,8.39,0.13,8.32,0.05,1.0584028605482718,0.25216837749661813,1.0673076923076923,0.23399051428852108,0.8,0.23,2.8,0.07,3.25,0.03,0.28571428571428575,0.17868310551237385,0.24615384615384617,0.14609528859263748,0.63,0.2,1.33,0.05,2.36,0.02,0.47368421052631576,0.3368432971014492,0.2669491525423729,0.1740285857932917,1.09,0.31,0.87,0.04,0.69,0.01,1.252873563218391,0.8296041308089501,1.5797101449275364,0.9445378151260505
50000US4830,Texas,30,11.36,0.97,15.89,0.22,14.62,0.06,0.7149150409062303,0.14191283046477293,0.7770177838577291,0.13907499176572746,88.64,0.97,84.11,0.18,85.38,0.06,1.0538580430388778,0.027575787872535343,1.038182244085266,0.024181106686262423,7.96,0.87,9.25,0.18,8.32,0.05,0.8605405405405405,0.2216833605946912,0.9567307692307692,0.22064175186615406,1.9,0.3,3.86,0.1,3.25,0.03,0.49222797927461137,0.18106597893831936,0.5846153846153845,0.19542493561581578,1.09,0.3,1.94,0.07,2.36,0.02,0.5618556701030928,0.35028068215074365,0.46186440677966106,0.26208432090785033,0.41,0.16,0.85,0.05,0.69,0.01,0.4823529411764706,0.43472222222222223,0.5942028985507246,0.4810924369747899
50000US3906,Ohio,6,11.34,0.98,15.03,0.28,14.62,0.06,0.7544910179640719,0.1585723300379723,0.7756497948016416,0.1404317753091595,88.66,1.02,84.97,0.29,85.38,0.06,1.0434270919147934,0.031131205434464765,1.0384164909814946,0.025352670975626455,7.12,0.82,9.45,0.23,8.32,0.05,0.7534391534391535,0.21034492031336838,0.8557692307692307,0.20740856314441364,2.38,0.44,3.46,0.13,3.25,0.03,0.6878612716763005,0.306456874702,0.7323076923076923,0.28431298288138157,1.79,0.31,1.7,0.08,2.36,0.02,1.0529411764705883,0.46483562213899304,0.7584745762711865,0.2755871579400991,0.06,0.04,0.42,0.05,0.69,0.01,0.14285714285714285,0.22771707878090858,0.08695652173913043,0.11848739495798322
50000US0639,California,39,11.33,1.02,13.38,0.16,14.62,0.06,0.8467862481315396,0.17274305749535748,0.7749658002735978,0.1458982094200078,88.67,1.13,86.62,0.16,85.38,0.06,1.0236665897021473,0.029872802325384883,1.038533614429609,0.027929552721545323,6.42,0.78,8.39,0.13,8.32,0.05,0.7651966626936829,0.20969887119326128,0.7716346153846153,0.196781561371802,3.29,0.54,2.8,0.07,3.25,0.03,1.175,0.44474224962029846,1.0123076923076924,0.3510263596424784,0.6,0.18,1.33,0.05,2.36,0.02,0.45112781954887216,0.3050271739130434,0.2542372881355932,0.1568627450980392,1.01,0.34,0.87,0.04,0.69,0.01,1.160919540229885,0.8902422878326494,1.463768115942029,1.0281512605042018
50000US2503,Massachusetts,3,11.31,0.97,13.04,0.31,14.62,0.06,0.8673312883435583,0.19011859684428242,0.7735978112175104,0.13904692038207023,88.69,1.0,86.96,0.31,85.38,0.06,1.0198942042318309,0.030271019541201403,1.0387678613258375,0.02488467079652544,7.43,0.82,7.14,0.22,8.32,0.05,1.0406162464985995,0.29409870570495095,0.893028846153846,0.20785641123434154,1.62,0.26,2.6,0.13,3.25,0.03,0.6230769230769231,0.2629651050703682,0.4984615384615385,0.1692167853355552,1.46,0.39,2.21,0.14,2.36,0.02,0.6606334841628959,0.4384006578271148,0.6186440677966102,0.3410184586655175,0.8,0.25,1.08,0.1,0.69,0.01,0.7407407407407407,0.6053268765133172,1.1594202898550727,0.7584033613445379
50000US0625,California,25,11.29,1.22,13.38,0.16,14.62,0.06,0.8437967115097159,0.20257119042138827,0.7722298221614227,0.1732359942509806,88.71,1.22,86.62,0.16,85.38,0.06,1.0241283768182867,0.031952557422773406,1.039002108222066,0.030038434288363173,8.59,1.1,8.39,0.13,8.32,0.05,1.0238379022646007,0.29401550546215144,1.0324519230769231,0.2768423531383316,1.2,0.32,2.8,0.07,3.25,0.03,0.4285714285714286,0.2501563477173233,0.3692307692307692,0.20375700651416453,1.06,0.4,1.33,0.05,2.36,0.02,0.7969924812030075,0.6623641304347826,0.4491525423728814,0.346620699561876,0.44,0.15,0.87,0.04,0.69,0.01,0.5057471264367817,0.39216205481265726,0.6376811594202899,0.4533613445378152
50000US0637,California,37,11.26,0.95,13.38,0.16,14.62,0.06,0.8415545590433482,0.16215304236676448,0.7701778385772914,0.13628282480462317,88.74,1.39,86.62,0.16,85.38,0.06,1.0244747171553912,0.03587904079099679,1.039353478566409,0.03402112733555629,7.7,0.85,8.39,0.13,8.32,0.05,0.9177592371871275,0.23111834850913388,0.9254807692307693,0.21545827139305312,1.12,0.21,2.8,0.07,3.25,0.03,0.4000000000000001,0.17010631644777988,0.34461538461538466,0.13560445387062564,1.42,0.31,1.33,0.05,2.36,0.02,1.0676691729323307,0.5472146739130435,0.6016949152542372,0.27292968469439055,1.02,0.28,0.87,0.04,0.69,0.01,1.1724137931034484,0.7530782470541506,1.4782608695652175,0.8546218487394961
