Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
323,MarblePort,182,2,no,no,0.6704891016752899,B/C,-0.3989260252944092,1.0,1.0,5.559762954711914,4.593370166054036,0.971247129264468,1.202184794234583,0.0862595771690107,2,-5.559762954711914,-3.433333333333333,6.063945294843617,0.0
324,University of Maryland,575,1,no,no,0.6712947422113368,B/C,0.1135980314638551,0.0,1.0,6.643642425537109,5.754330458478516,0.8941663076651829,1.716559233058691,0.0293510302446489,1,6.643642425537109,2.28,,0.0
325,TMR Research,328,2,no,no,0.671659373118822,B/C,0.1732914738583265,0.0,0.5,7.871591567993164,5.559130742974748,2.317315165625006,1.5856153416367,0.0349069965268346,2,7.871591567993164,6.666666666666667,,0.0
326,University of Georgia Survey Research Center,674,1,no,no,0.6756154646546773,B/C,-0.1088501121320425,1.0,1.0,9.779964447021484,5.680793417310857,4.104025370317216,2.459018206919318,0.0273686483225836,1,-9.779964447021484,-0.75,,0.0
327,CrossTarget,66,2,no,no,0.6762960235638725,B/C,-0.3947710135020523,1.0,0.5,7.735822677612305,4.742460412288372,2.998216605930522,1.37533233274143,0.0701853392360924,2,-7.735822677612305,-13.36923261789175,15.7764521715802,0.0
328,The Florida Poll,99,5,no,no,0.677183216588444,B/C,0.2693149734219958,0.6,0.0,4.613794708251953,4.76455661309394,-0.1459075642353974,0.7026583955604045,0.0615774423301401,5,3.073145294189453,0.5235894199184606,3.56571418155084,0.5494187869550704
329,Southeastern Louisiana University,309,8,no,no,0.6779255662669411,B/C,0.0959017507036072,0.875,0.375,6.572028875350952,5.009265784658479,1.567617431299063,1.191190193309478,0.1579460626838416,8,0.7232673168182373,1.247499969270494,7.084589675770887,0.0
330,R.L. Repass & Partners,268,1,no,no,0.6780316469454992,B/C,,1.0,1.0,11.57935333251953,10.00894267019912,1.575265002926999,1.50791811564035,0.0601663136371989,0,,,,0.0
331,A&A Research,2,1,no,no,0.6789533460330148,B/C,-0.1488675128531222,0.0,1.0,10.04303741455078,5.738853416971225,4.309038338186145,2.334648105905419,0.0346063887415019,1,-10.04303741455078,,,0.0
332,Old Dominion University,238,1,no,no,0.6819028420972324,B/C,0.1449702824038931,1.0,0.0,4.481784820556641,5.334479421661047,-0.8478402604978172,-1.05008528231765,-0.0339666374047057,1,4.481784820556641,-0.8071428026471823,0.0,2.783215957726947
333,Public Strategies Inc.,264,6,no,no,0.682334156134031,B/C,,1.0,0.3333333333333333,7.979216893513997,8.299483959669688,-0.3154127255491002,1.238398802681448,0.1516380141134428,0,,,7.643708774087621,0.0
334,OpinionWorks,244,6,no,no,0.6847615691802997,B/C,-0.456181422922214,0.9166666666666666,0.5,7.287042617797852,5.311743933003283,1.980153025401157,1.222385625250664,0.181915872714656,6,-3.065315882364909,3.666666666666667,9.5,0.0
335,SmithJohnson Research,367,1,no,no,0.6866345695022391,B/C,-0.1934785389033732,1.0,0.0,8.513221740722656,6.137363483796756,2.38071259753249,2.227943913916424,0.0506341014426133,1,-8.513221740722656,-15.0,,0.0
336,Harper Polling/Clarity Campaign Labs,513,1,no,no,0.6867256714328992,B/C,0.3433280981097093,0.0,0.0,6.988388061523438,5.954941090881893,1.038301311248134,1.599996731424496,0.0786052276928041,1,6.988388061523438,4.75,,0.0
337,Feldman Group,93,2,no,no,0.6869176615049214,B/C,0.2053521798327145,0.5,0.5,6.676515579223633,5.430618723537072,1.25075119629315,-0.3912943765191685,-0.0194654483744056,2,4.127988815307617,0.6888893975151911,1.456275361687035,1.98839311585113
338,Capital Survey Research Center,44,13,no,no,0.6905239697483623,B/C,0.0296484346278982,0.3461538461538461,0.6153846153846154,9.670362179095928,7.339496702746938,2.335719816955579,1.182406141384232,0.2855219603625364,4,0.5845623016357422,0.7083333333333333,9.083471842086396,0.0
339,Illinois Wesleyan University,147,3,no,no,0.6911469816999355,B/C,-0.3299533999281484,1.0,0.3333333333333333,8.178092956542969,5.624068504011845,2.558878793137714,1.578918473873792,0.0637030566211911,3,-8.178092956542969,-5.873611132303874,5.0,0.249078152659788
340,Tulsa Surveys,341,1,no,no,0.6968914434267224,B/C,-0.1324139186690047,1.0,1.0,11.89712524414063,5.161915585651205,6.740063999096009,4.370622264008132,0.0486446270946287,1,-11.89712524414063,,,0.0
341,TeleResearch Corporation,335,1,no,no,0.6995370076870748,B/C,,1.0,1.0,8.888496398925781,8.694951309577576,0.1983994299547951,2.795662265967504,0.0635365396274491,0,,,11.25,0.0
342,Decision Forecasting,77,3,no,no,0.701551924572994,B/C,-0.0531594812427779,1.0,0.6666666666666666,8.093864440917969,4.721564514411604,3.377154267112954,1.662619022658081,0.0624695355904173,3,-1.414833068847656,0.6498333613077799,3.547525734387925,0.4992803500548957
343,SoonerPoll.com,308,25,yes,no,0.7018398008939626,C+,2.734870707595853,0.8,0.48,8.682242698669434,5.727292814499123,2.959804224776899,1.686369226723537,0.8567689814813217,21,5.993773687453497,2.883332824707031,5.855930044111688,0.0978629027999815
344,Southern Research Group,649,1,no,no,0.7024389355098376,B/C,0.1238125987145376,0.0,1.0,7.7767333984375,4.689560277308869,3.09202746173522,3.721611501576032,0.0592514064463907,1,7.7767333984375,5.5,5.5,0.0
345,Great Lakes Strategies Group,125,1,no,no,0.7051103069770992,B/C,-0.1972988004563895,0.0,1.0,7.535125732421875,5.33439995803765,2.205580114990815,2.778827681234298,0.072760480402272,1,-7.535125732421875,-10.0,10.0,0.0
346,Hoffman Research Group,141,2,no,no,0.7077379120484042,B/C,-0.4009827442091181,1.0,0.0,5.245321273803711,4.714887431733557,0.5352881826767435,-0.5087761577924994,-0.0388937968316032,2,-5.245321273803711,-1.262501239776611,2.060718205744823,2.189243642368037
347,University of Wisconsin (Badger Poll),365,8,yes,no,0.7078245466869828,B/C,0.6950988570813171,0.875,0.375,12.78543090820313,5.856165955597719,6.934119293211997,5.107604204395074,0.6572894742816732,7,6.007245744977679,7.213419865736198,3.760023128639522,0.924107411530347
348,"California State University, Bakersfield",41,1,no,no,0.7104449698380708,B/C,-0.1265790115977124,0.0,1.0,9.853496551513672,6.104626058474669,3.753724833645592,4.982870103239322,0.0640104524612569,1,-9.853496551513672,-14.0,,0.0
349,Minnesota State University Moorhead,211,4,no,no,0.7108969551157276,B/C,0.4641666238621686,1.0,0.75,9.203699111938477,5.200479311205552,4.008074141339514,1.83833431398978,0.1195979997217173,4,7.134679794311523,,,0.0
350,Multi-Quest International,220,4,no,no,0.7110344627144402,B/C,-0.0045227866109001,0.75,0.25,5.391483306884766,5.360956729811647,0.0353809176797084,0.9493384975206594,0.1052977436704866,3,-0.045739491780599,0.5518517670808016,3.213384057136836,0.5667756366123041
351,Constituent Dynamics,58,7,no,no,0.7114204767023606,B/C,,0.8571428571428571,0.7142857142857143,9.457359858921595,8.460331650799835,1.001882548728349,1.423295422909794,0.1992579394388035,0,,,10.87636664561877,0.0
352,University of North Carolina,359,2,no,no,0.7134614151447214,B/C,0.2165461378793016,0.5,0.5,6.856529235839844,5.624614372880663,1.23676920356577,1.263700604255319,0.0399107880787313,2,6.856529235839844,-0.2875003814697266,1.0,1.485055311499993
353,Global Strategy Group/GBAO (Navigator Research),413,2,no,no,0.7143299080143687,B/C,0.5238210678100587,1.0,0.0,5.238210678100586,5.089631171741502,0.1534338469656742,0.3974949072632308,0.0397494907263231,2,5.238210678100586,1.010704781134638,1.557292289935744,1.201804172880457
354,Detroit Free Press,663,1,no,no,0.714608601477637,B/C,0.1331316917459678,1.0,1.0,8.981452941894531,5.342821221211951,3.64348606128917,2.73922990534567,0.0406034874022167,1,8.981452941894531,2.0,2.0,2.000825919092727
355,Sky Research,665,1,no,no,0.7150213319471003,B/C,-0.3732352724099157,0.0,1.0,8.725540161132812,5.459213122187348,3.271181379552054,2.342295473960913,0.1001917672882289,1,-8.725540161132812,-4.632780075073242,,0.0
356,Southern Opinion Research,311,2,no,no,0.7189833819536425,B/C,0.0193370156963022,1.0,0.5,8.5,5.373668926290093,3.131185414316497,3.042806655800613,0.0669867644294006,2,0.8783645629882812,4.166666666666666,3.5,0.6924543701491878
357,American Research Group,9,277,yes,no,0.7241709590734948,C+,0.0764734179302929,0.7509025270758123,0.4007220216606498,7.530794866678947,7.004901459409429,0.5307477478761059,0.8663607536388283,0.7702975692113456,86,0.1135636263115462,-1.142137648661575,6.882220458743856,0.0
358,Opinion Consultants,241,2,no,no,0.7274854879836085,B/C,-0.2560304923197467,1.0,0.5,6.620656967163086,5.238506864616457,1.387004443153219,1.015196302331795,0.0392591264547226,2,-6.620656967163086,-5.441666730244955,2.242640687119285,1.785901565320188
359,Arthur J. Finkelstein & Associates,16,1,no,no,0.7311744675064819,B/C,-0.202592759519747,0.0,1.0,13.66749954223633,6.614494543737975,7.057859339104942,5.857637552939973,0.0868275102149689,1,-13.66749954223633,,,0.0
360,Zata3,392,2,no,no,0.7314228315643269,B/C,-0.2012821656754537,1.0,0.5,10.1712818145752,6.04166524578764,4.134470909394145,2.455581887264707,0.1253121472365468,2,-3.944269180297852,0.0,,0.0
361,GaPundit.com,111,2,no,no,0.7323715570758917,B/C,0.5537197498696054,0.25,1.0,8.256275177001953,5.356511452358934,2.904618065249609,2.135100917652609,0.1431938157005893,2,8.256275177001953,3.027981217144526,,0.0
362,Baselice & Associates,23,2,no,no,0.7328146042343968,B/C,0.3040444320828225,1.0,0.5,10.02863216400146,5.73711529832728,4.296371206280774,3.331487307689965,0.1010028237044809,2,10.02863216400146,8.75,4.0,0.1262369305463489
363,MarketAide Services Inc.,191,1,no,no,0.7347617707815949,B/C,0.1662938060892203,1.0,1.0,11.21866607666016,5.930474800375713,5.293045616891033,6.099647514138478,0.090414813490082,1,11.21866607666016,9.5,,0.0
364,Redfield & Wilton Strategies,562,9,yes,no,0.7349372590492564,B/C,2.202347366898148,0.7777777777777778,0.6666666666666666,6.607042100694445,3.460981436466479,3.150915004834555,2.640811777147769,0.8802705923825898,9,6.607042100694445,2.529307956248106,2.997833312978453,0.0
365,Bannon Communications Research,21,2,no,no,0.7359362734296809,B/C,0.3276200692953867,1.0,0.5,10.37347793579102,6.048284897877401,4.330047378520204,3.460380350212206,0.1092873631333819,2,10.37347793579102,8.333333333333332,21.0,0.0
366,Howey Politics/DePauw University,142,7,no,no,0.7370211714325817,B/C,0.0840077257383459,0.5714285714285714,0.2857142857142857,6.740425654820034,5.607273313387551,1.138006682039072,1.537890850961456,0.2458028714182319,6,0.5784180959065756,1.297258237258008,7.196152422706631,0.0
367,High Point University,139,3,yes,no,0.7399426268592304,B/C,0.0045991236618311,0.6666666666666666,0.3333333333333333,11.5411860148112,5.850491843170836,5.695548512246951,7.077572621782974,0.8025801455172091,2,0.0979747772216797,1.810572346488198,6.039410563067126,0.0
368,Forman Center,100,2,no,no,0.7402289742322391,B/C,0.2422698600401577,1.0,0.5,11.0048656463623,5.479212990701936,5.530506996266959,4.700320767861541,0.1034765976402518,2,11.0048656463623,17.14285714285714,21.0,0.0
369,Kimball Political Consulting,163,6,no,no,0.7408599088190024,B/C,-0.9883884432002163,0.8333333333333334,0.5,6.287283579508464,4.647312677120706,1.644825242994348,1.570361717253792,0.2468677217035975,6,-6.287283579508464,-2.414999643961589,6.36664866823249,0.0
370,New Frontier Strategy,229,2,no,no,0.7415875112176328,B/C,,0.5,1.0,14.05421733856201,8.091564778767712,5.96750690040089,2.449795285445019,0.1434017623817209,0,,,10.18888918558756,0.0
371,SMS Research & Marketing Services,296,1,no,no,0.742124091279715,B/C,-0.1666266571273037,0.0,1.0,9.744956970214844,4.610530379259771,5.139280931561662,2.978766842861347,0.0509332122147581,1,-9.744956970214844,-1.0,1.0,2.880160549046826
372,HighGround Inc.,416,2,no,no,0.7430892528704829,B/C,-0.3894387965502069,0.5,0.0,4.441871643066406,5.640017798991987,-1.193291815318991,0.0613453865069179,0.0053784250007434,2,-4.441871643066406,-3.016805860731337,2.638004968678565,1.942356279167756
373,Abacus Associates,6,2,no,no,0.7479667078828547,B/C,0.1657550174081954,0.5,0.5,8.05563735961914,6.17635698229895,1.88413471792678,2.977452512533899,0.1363118233194016,2,3.620578765869141,6.5,,0.0
374,Lester & Associates,293,1,no,no,0.757813807098785,B/C,,1.0,1.0,18.92186546325684,7.939957168970158,10.98676263489327,4.032942336631153,0.0916559928235483,0,,,1.850000381469727,1.32694911229125
375,PSI,248,3,no,no,0.7614591196960223,B/C,-0.0425848070705559,0.6666666666666666,0.6666666666666666,11.68826611836751,8.402766326327948,3.290354132646156,2.959615449818972,0.1112015441642382,1,-3.314998626708984,-4.0,2.0,0.7967065684965622
376,Long Island University,633,1,no,no,0.7650436558876498,B/C,0.3445801985891241,1.0,1.0,6.547023773193359,3.423618361858678,3.12825975194127,2.976890594566759,0.1566784523456189,1,6.547023773193359,2.749569759573987,2.731481340196398,0.0749388672985862
377,Montana State University Billings,216,11,no,no,0.7651270341095072,B/C,1.988396541215514,0.5909090909090909,0.3636363636363636,6.64113339510831,5.620000995539652,1.025986740175247,0.8264028991200191,0.2635574153766082,11,6.234757856889204,2.436363636363637,2.75,0.5592303447021791
378,Dynata,283,2,no,no,0.7659266382211682,B/C,,1.0,1.0,9.368056297302246,8.563656556344602,0.8092540815642333,0.8376995302750494,0.0642839017226691,0,,,1.0,1.598656868505834
379,Gazette Communications,640,2,no,no,0.7665583160768187,B/C,0.2355804045651158,1.0,0.5,8.064261436462402,4.626378120399051,3.442737656669941,3.311381800447465,0.096735041437494,2,8.064261436462402,4.749999427795411,3.149998664855957,1.392265042926306
380,SocialSphere,307,2,no,no,0.7668488168813593,B/C,-0.4117260457887734,1.0,0.0,6.139068603515625,5.423947501621051,0.7199754425011635,2.649176394227108,0.1776710755060569,2,-6.139068603515625,-6.424999872843425,6.522497216032183,0.0
381,Jeffrey Stonecash,158,1,no,no,0.769585419510555,B/C,-0.2253635113043367,1.0,1.0,11.42992401123047,5.395863044648573,6.038915307188485,6.613922888648005,0.1304065437545612,1,-11.42992401123047,-16.66666666666667,22.0,0.0
382,Consumer Logic,59,2,no,no,0.7724076121984393,B/C,0.3073798714305453,0.5,0.5,10.2096996307373,5.531537250413759,4.683016720930135,4.202129054956059,0.1265120361384887,2,10.2096996307373,10.05555555555556,4.299999237060547,0.587518016380516
383,20/20 Insight,1,8,no,no,0.7726710092488588,B/C,0.5194501176309351,0.625,0.25,10.15272641181946,6.185246428650617,3.97233432377543,1.54964468511572,0.3536957571176695,5,2.93757553100586,3.179270582539695,6.887526543234835,0.0
384,Y2 Analytics,389,8,no,no,0.7743143580781688,B/C,1.349587869652441,1.0,0.5,8.045513153076172,5.202396965492056,2.847970528190705,1.107633916572423,0.3144985299282272,7,5.088503156389509,-2.625750897306226,4.446978219567863,0.3509703823649378
385,Zia Poll,393,4,no,no,0.7786391354970146,B/C,-0.8303678743833749,0.75,0.5,5.355730056762695,3.573749435983919,1.786834961385366,1.821202030920989,0.2823644289780817,4,-5.355730056762695,-5.332124996185303,5.859122918275927,0.0
386,Cherry Communications,49,5,no,no,0.7801076623998108,B/C,-0.4699481294818663,0.5,0.2,7.576317214965821,6.238062246115746,1.343109309456664,1.795094735983857,0.2917144745162084,4,-3.25346565246582,-3.928865095337704,11.69348712139186,0.0
387,Glover Park Group,120,1,no,no,0.7802782013337553,B/C,-0.3425971166529996,0.0,1.0,11.36287689208984,6.52075289177766,4.846978340918772,5.045252472144208,0.1521171941012839,1,-11.36287689208984,-7.25,,0.0
388,Baydoun Consulting,25,6,no,no,0.7811925707864777,B/C,-0.9694367373149146,0.8333333333333334,0.6666666666666666,6.843583424886067,5.376897249511465,1.471540515981191,1.826923684414111,0.2872003836710728,4,-8.765375137329102,-6.805556221613808,8.004608245886912,0.0
389,Neighbor,226,1,no,no,0.7845976154095272,B/C,-0.1902672901224637,1.0,1.0,17.09513473510742,5.335849966702793,11.76413910901122,12.25084605960385,0.1363507990774335,1,-17.09513473510742,-14.0,13.0,0.0
390,VCreek/AMG,501,1,no,no,0.7847294062913411,B/C,0.4140598899439761,1.0,1.0,7.867137908935547,4.713283131069624,3.158709118472512,0.8794358961486693,0.0462860997972984,1,7.867137908935547,0.7300003051757811,0.4300003051757813,2.546422823386813
391,Clout Research/Wenzel Strategies,55,16,no,no,0.7852868615226893,B/C,-1.903883602077899,0.5625,0.4375,6.75414502620697,5.16587790936004,1.593121457453521,1.407843461757177,0.5013146697622185,15,-5.697357813517253,-4.60628011158975,5.237259413643385,0.0
392,Hofstra University,558,2,no,no,0.78838602267427,B/C,0.6438211441040039,1.0,1.0,6.438211441040039,4.440758581976693,2.002307199669935,2.199582256028924,0.2199582256028924,2,6.438211441040039,2.23675095251669,2.528308264282189,0.1402779707137773
393,Cometrends,631,1,no,no,0.7884281226754147,B/C,0.3972117775364926,1.0,1.0,7.547023773193359,3.875089707193861,3.676788406606088,3.49613433083288,0.1840070700438358,1,7.547023773193359,3.760322447746031,3.353124856948853,0.0
394,Rainmaker Media Group,276,1,no,no,0.7927307362117337,B/C,0.2754625870077134,1.0,1.0,12.12059020996094,4.909713011557411,7.215731539010116,6.896266293018583,0.156730268152108,1,12.12059020996094,7.75,,0.0
395,Datamar Analytics,75,8,no,no,0.7956116893556978,B/C,-0.2713336655661277,0.6875,0.375,6.29167628288269,5.734910244444253,0.5616203790450274,1.943263857199152,0.2970134446482879,5,-2.778728485107422,-3.300689658460946,5.841690338934272,0.0
396,Open Model Project,629,2,no,no,0.7977944110353132,B/C,-0.5652378082275391,0.0,1.0,5.652378082275391,4.889192054473236,0.7680403684087436,2.433944110353132,0.2433944110353132,2,-5.652378082275391,-5.465624690055847,5.266666412353516,0.0
397,Lauer Johnson Research,167,1,no,no,0.8005647941407796,B/C,0.2723246035939315,0.0,1.0,13.81168365478516,6.004192203188446,7.812345792203299,8.185126212067717,0.1613859183847859,1,13.81168365478516,17.0,,0.0
398,Lycoming College,176,3,no,no,0.8012999685512628,B/C,0.4833328686686418,0.6666666666666666,0.3333333333333333,7.268063863118489,6.083428578608518,1.189489625116561,2.026217160099647,0.1347452871879952,3,7.268063863118489,5.666666666666667,4.962127474685254,1.154565286656061
399,Beacon Research,545,3,no,no,0.8024684099094195,B/C,,1.0,0.6666666666666666,7.971240361531575,6.546103251047581,1.429991451090585,2.053278869365935,0.2933255527665622,0,,,,0.0
400,University of Alabama at Birmingham,344,2,no,no,0.8104141712019267,B/C,-0.3508822861760528,1.0,1.0,12.0112133026123,4.940563881724581,7.075503761494313,6.204896838683693,0.1812629859608257,2,-12.0112133026123,-6.0,6.267949192431122,0.0
401,Saguaro Strategies,298,2,no,no,0.8106218672436712,B/C,0.3871853984956438,0.0,1.0,5.045509338378906,3.754951426499091,1.295412252486405,2.125802552184925,0.163131143575532,2,5.045509338378906,3.966666666666667,2.444444444444445,0.8929885052639039
402,Ed Renwick/Loyola University New Orleans,85,10,no,no,0.8109882703391773,B/C,0.8957129970820817,0.8,0.4,7.855332946777343,5.139821582518981,2.720365704864952,1.996120397945766,0.320587412987893,9,6.175258212619358,4.339629641874336,6.051410743983269,0.0
403,WPA Intelligence (WPAi),383,17,no,no,0.8136637854897387,B/C,-0.6787699646565474,0.6764705882352942,0.4705882352941176,7.492368024938247,5.985615077352779,1.511607288192058,1.466481683484007,0.5489773013082495,15,-2.079267374674479,-4.819983496122701,10.07049880632958,0.0
404,University of Colorado,580,2,no,no,0.8144357959969769,B/C,0.5152778562059495,1.0,0.5,6.714714050292969,4.882611391734617,1.836956999164942,3.068491312715381,0.2354717734158129,2,6.714714050292969,7.307555601331923,,0.0
405,Patinkin Research Strategies,490,2,no,no,0.8170963982576065,B/C,0.5671300888061523,1.0,0.0,5.671300888061523,4.762511795275056,0.9136434333930564,1.898537937396599,0.1898537937396599,2,5.671300888061523,2.519230871934157,3.381250381469727,0.7284260451794673
406,Slingshot Strategies,451,1,no,no,0.8190800167720694,B/C,0.4257258734660525,1.0,1.0,9.285785675048828,5.135433605655431,4.155206409999987,4.525798367907748,0.2074945008138613,1,9.285785675048828,9.0,9.0,0.0
407,Baldwin Wallace University,401,2,no,no,0.8202506188048283,B/C,0.7280571696293006,0.5,0.5,8.304094314575195,5.071536737268028,3.237411917913756,2.883790876919586,0.252834872066392,2,8.304094314575195,3.546666781107585,,0.0
408,Univision/Latino Decisions/North Star Opinion Research,516,7,no,no,0.8282660647476114,B/C,1.323086738586426,0.7142857142857143,0.2857142857142857,6.070222582135882,5.230565677406466,0.8445112453360049,0.7831796932361169,0.2192903141061127,6,5.292346954345703,1.311874486905276,2.874891363023641,0.8737705380053529
409,RMS Research,273,3,no,no,0.829247133071133,B/C,0.3345721425836921,1.0,0.3333333333333333,11.12290445963542,5.418214220414125,5.709544579827881,4.903184346705861,0.2034827452779916,3,8.061955769856771,-5.8,4.0,0.2310479007778654
410,Data West Polling,74,2,no,no,0.8314642257907742,B/C,0.3825687758208263,0.5,1.0,13.09588813781738,6.156274800768978,6.944467677654996,6.925470961856789,0.2023130405496732,2,13.09588813781738,7.5,,0.0
411,Hays Research Group,136,9,no,no,0.8318380079002355,B/C,0.9776926335490508,0.7777777777777778,0.4444444444444444,8.030609766642252,5.194133750545753,2.841330356703088,2.008095175656406,0.3624291809072235,5,10.69680023193359,4.125397334023127,7.349213550843686,0.0
412,brilliant corners Research & Strategies,564,1,no,no,0.832238816747141,B/C,0.6458057604337993,0.0,1.0,12.27030944824219,5.883113618582202,6.392050170266574,4.328537518195677,0.227817764115562,1,12.27030944824219,4.292500019073486,,0.0
413,"Normington, Petts & Associates",232,12,no,no,0.8344991375350191,B/C,0.8610392546312677,0.5833333333333334,0.5,7.553451538085938,6.110763551492837,1.447542327199691,1.618406211132986,0.4268539569763887,12,3.264609018961588,3.576653460346201,3.0,0.0992029491158098
414,WCIA-TV,373,2,no,no,0.8373707824230141,B/C,-0.4020674631878819,1.0,1.0,18.26351165771484,6.085304705082537,12.1830612932389,9.11289007221899,0.2006184058310267,2,-18.26351165771484,-8.769841269841269,,0.0
415,Market Research Insight,185,19,no,no,0.8389235668824845,B/C,-0.2420582752342996,0.9473684210526316,0.631578947368421,7.236588829442074,4.978781443526811,2.262661726521852,1.505234583700877,0.5995129281719782,19,-0.607750842445775,1.038254158662789,7.452589716116476,0.0
416,Auburn University at Montgomery,588,2,no,no,0.849329974972278,B/C,0.7860176086425782,1.0,0.5,7.860176086425781,4.428574095208752,3.436456331823618,2.037031956009374,0.2037031956009374,2,7.860176086425781,0.2442885262625563,2.700004577636719,0.9122677937134068
417,USC Schwarzenegger Institute,648,1,no,no,0.8511197301452627,B/C,0.4124617325632196,1.0,1.0,7.836772918701172,3.39505831908743,4.44656894022033,4.68727487275999,0.2466986775136837,1,7.836772918701172,7.859999847412109,7.433333079020183,0.0
418,Hickman Analytics,415,1,no,no,0.8587584780464299,B/C,0.4464992819421832,0.0,1.0,9.088420867919922,5.956972395129987,3.136302813396525,5.101696762816038,0.2506380343063347,1,9.088420867919922,7.666666666666666,,0.0
419,GCR & Associates,110,1,no,no,0.8646525450775476,B/C,,1.0,1.0,18.29655265808105,9.780529509083932,8.520877489603713,7.843686067201693,0.2364915378450761,0,,,,0.0
420,ccAdvertising,396,33,no,no,0.8651626296718206,C+,-2.639029471910175,0.8484848484848485,0.7575757575757576,7.36368144642223,5.330020138798532,2.038515648230288,1.487314888434947,0.7074678891067008,33,-5.548050851532907,-4.331729200390248,7.005812303421265,0.0
421,Arizona State University,15,8,no,no,0.866433453873116,B/C,0.5564589048318203,1.0,0.5,8.227585315704346,6.339161300715874,1.893278355595062,2.025491846080711,0.2809977952662606,6,5.835334777832031,6.070740728025083,3.142654716224832,0.5185243754774501
422,Hellenthal & Associates,137,5,no,no,0.86717250359529,B/C,0.3765420102603602,0.4,0.4,8.07126235961914,5.93747744495968,2.13863925526605,2.545385929009844,0.354061338473748,3,4.278266906738281,0.6055541568332247,14.79999923706055,0.0
423,Gonzales Research & Marketing Strategies Inc.,121,10,no,no,0.8675254168163843,B/C,-0.6363039022322089,0.8,0.4,6.542662811279297,5.828944142542221,0.7185730093436659,1.736580698008142,0.4064523551164123,9,-2.770167032877604,-2.362963217276114,3.0,0.2060782883476115
424,J.L. Partners,619,2,no,no,0.8721696165657405,B/C,0.754702377319336,1.0,0.5,7.547023773193359,4.345387893945784,3.206490219854165,3.177696165657407,0.3177696165657407,2,7.547023773193359,3.801195517830227,5.355769084050105,0.0
425,The Justice Collaborative Institute,630,2,no,no,0.8743204404173909,B/C,0.6671300888061524,1.0,0.5,6.671300888061523,4.424407474597316,2.251747754070798,3.156675279641673,0.3156675279641674,2,6.671300888061523,3.560256512959798,3.925000190734864,0.0425291245322368
426,Opinium,559,2,no,no,0.8787781238559788,B/C,0.7238210678100586,1.0,1.0,7.238210678100586,4.247716870582519,2.995348148124656,3.243781238559789,0.3243781238559789,2,7.238210678100586,3.032210157478724,4.192044517038934,0.0
427,Cole Hargrave Snodgrass & Associates,56,5,no,no,0.8851238528677493,B/C,0.0945812768473129,0.6,0.4,8.11447639465332,7.037999478115583,1.081331257144327,2.042515185407599,0.3291028255924761,3,3.437128702799479,-2.175925925925926,3.6648332982792,0.4106739370256197
428,Global Strategy Group,118,25,no,no,0.891952784894602,B/C,1.766649007346779,0.68,0.24,6.418126983642578,5.722952759301982,0.7000285649471842,1.542128446642364,0.6204697092314073,25,4.39086654663086,5.018593838052824,5.598565603370304,0.0903718764869904
429,Global Marketing Research Services,621,1,no,no,0.8999214893138072,B/C,0.5024749354312295,1.0,1.0,9.54702377319336,3.866799731250264,5.685078382549684,5.614508296962335,0.2955004366822281,1,9.54702377319336,5.781827824090117,5.322916507720947,0.0
430,Colby College,593,6,no,no,0.902542600397532,B/C,1.986114343007406,0.6666666666666666,0.5,8.309026718139648,5.052475337686825,3.261405721059413,2.026170401590127,0.5065426003975319,6,7.944457372029622,4.139999453226725,,0.0
431,East Tennessee State University,456,2,no,no,0.9042082604316538,B/C,0.8677047628217041,0.75,1.0,9.896890640258787,5.431653280469702,4.470091700395676,3.841397234746467,0.3367925136932174,2,9.896890640258787,3.928571701049804,,0.0
432,Marketing Research Institute,192,9,no,no,0.9111655606218464,B/C,-0.3850345165108986,0.3333333333333333,0.8888888888888888,9.83777936299642,5.169169548590911,4.673464155012098,3.044796647457002,0.3845280300104642,9,-3.048807144165039,-3.937036867494936,5.674016281858086,0.0
433,Concord Public Opinion Partners,553,1,no,no,0.9128463189124753,B/C,,1.0,1.0,13.4076042175293,7.71702778658851,5.695430771547376,4.90008790922519,0.2578993636434311,0,,,6.0,0.9599921501118364
434,Brandwatch Qriously,610,3,no,no,0.9202256742025964,B/C,0.935289110456194,1.0,1.0,6.547023773193359,3.475205865360035,3.076672248439915,2.877579719418173,0.411082817059739,3,6.547023773193359,2.809999864180009,2.756743569862824,0.0
435,Victory Enterprises,525,1,no,no,0.9239620442305716,B/C,-0.5228166038913292,0.0,1.0,17.34019470214844,6.208346079624863,11.13670296313016,9.810797010782425,0.2958010369981002,1,-17.34019470214844,,,0.0
436,St. Cloud State University,312,16,no,no,0.9401959555986588,B/C,1.47271229287365,0.75,0.375,6.441546678543091,5.312041367055372,1.134359652094309,1.78939016090633,0.6836468673841722,15,3.870546468098958,3.325277775052994,7.67030134935402,0.0
437,Bainbridge Media Group,656,1,no,no,0.953342212040748,B/C,0.4812609706441475,1.0,1.0,21.17589569091797,5.6804533814596,15.50029665006496,13.96330905438646,0.3173417439811224,1,21.17589569091797,,,0.0
